module,informant,diagnosis_label,status,merged_var,version_note,two_zero_only_flag
ed,parent,"Other specified feeding or eating disorder, atypical anorexia nervosa",present,mh_p_ksads__ed__an__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,youth,"Other specified feeding or eating disorder, atypical anorexia nervosa",present,mh_y_ksads__ed__an__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,parent,"Other specified feeding or eating disorder, binge eating disorder",past,mh_p_ksads__ed__binge__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,youth,"Other specified feeding or eating disorder, binge eating disorder",past,mh_y_ksads__ed__binge__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,parent,"Other specified feeding or eating disorder, binge eating disorder",present,mh_p_ksads__ed__binge__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,youth,"Other specified feeding or eating disorder, binge eating disorder",present,mh_y_ksads__ed__binge__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,parent,"Other specified feeding or eating disorder, bulimia nervosa",past,mh_p_ksads__ed__bulim__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,youth,"Other specified feeding or eating disorder, bulimia nervosa",past,mh_y_ksads__ed__bulim__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,parent,"Other specified feeding or eating disorder, bulimia nervosa",present,mh_p_ksads__ed__bulim__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ed,youth,"Other specified feeding or eating disorder, bulimia nervosa",present,mh_y_ksads__ed__bulim__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,parent,Generalized anxiety disorder,past,mh_p_ksads__gad__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,youth,Generalized anxiety disorder,past,mh_y_ksads__gad__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,parent,Generalized anxiety disorder,present,mh_p_ksads__gad__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,youth,Generalized anxiety disorder,present,mh_y_ksads__gad__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,parent,"Other specified anxiety disorder, generalized anxiety disorder",past,mh_p_ksads__gad__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,youth,"Other specified anxiety disorder, generalized anxiety disorder",past,mh_y_ksads__gad__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,parent,"Other specified anxiety disorder, generalized anxiety disorder",present,mh_p_ksads__gad__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
gad,youth,"Other specified anxiety disorder, generalized anxiety disorder",present,mh_y_ksads__gad__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
hom,parent,Homicidal ideation and behavior,past,mh_p_ksads__hom__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
hom,parent,Homicidal ideation and behavior,present,mh_p_ksads__hom__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,parent,Obessive,past,mh_p_ksads__ocd__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,youth,Obessive,past,mh_y_ksads__ocd__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,parent,Obessive,present,mh_p_ksads__ocd__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,youth,Obessive,present,mh_y_ksads__ocd__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,parent,Other specified obessive,past,mh_p_ksads__ocd__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,youth,Other specified obessive,past,mh_y_ksads__ocd__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,parent,Other specified obessive,present,mh_p_ksads__ocd__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ocd,youth,Other specified obessive,present,mh_y_ksads__ocd__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
odd,parent,Oppositional defiant disorder,past,mh_p_ksads__odd__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
odd,parent,Oppositional defiant disorder,present,mh_p_ksads__odd__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,parent,"Other specified anxiety disorder, panic disorder",past,mh_p_ksads__panic__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,youth,"Other specified anxiety disorder, panic disorder",past,mh_y_ksads__panic__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,parent,"Other specified anxiety disorder, panic disorder",present,mh_p_ksads__panic__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,youth,"Other specified anxiety disorder, panic disorder",present,mh_y_ksads__panic__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,parent,Panic disorder,partial_remission,mh_p_ksads__panic__partrem_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,youth,Panic disorder,partial_remission,mh_y_ksads__panic__partrem_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,parent,Panic disorder,past,mh_p_ksads__panic__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,youth,Panic disorder,past,mh_y_ksads__panic__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,parent,Panic disorder,present,mh_p_ksads__panic__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
panic,youth,Panic disorder,present,mh_y_ksads__panic__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
phobia,parent,Specific phobia,past,mh_p_ksads__phobia__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
phobia,parent,Specific phobia,present,mh_p_ksads__phobia__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Associated psychotic symptoms,past,mh_p_ksads__psych__aps__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Associated psychotic symptoms,present,mh_p_ksads__psych__aps__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Delusions,past,mh_p_ksads__psych__delus__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Delusions,present,mh_p_ksads__psych__delus__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Hallucinations,past,mh_p_ksads__psych__hlcn__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Hallucinations,present,mh_p_ksads__psych__hlcn__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Other specified psychotic disorder,present,mh_p_ksads__psych__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
psych,parent,Schizoaffective disorder,present,mh_p_ksads__psych__schizaffct__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,Schizophrenia-spectrum dx (schizophrenia/schizoaffective/schizophreniform) added in 2.0
psych,parent,Schizophrenia,present,mh_p_ksads__psych__schiz__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,Schizophrenia-spectrum dx (schizophrenia/schizoaffective/schizophreniform) added in 2.0
psych,parent,Schizophreniform disorder,present,mh_p_ksads__psych__schizform__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,Schizophrenia-spectrum dx (schizophrenia/schizoaffective/schizophreniform) added in 2.0
psych,parent,Unspecified schizophrenia spectrum and other psychotic disorder,past,mh_p_ksads__psych__schiz__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,Schizophrenia-spectrum dx (schizophrenia/schizoaffective/schizophreniform) added in 2.0
psych,parent,Unspecified schizophrenia spectrum and other psychotic disorder,present,mh_p_ksads__psych__schiz__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,Schizophrenia-spectrum dx (schizophrenia/schizoaffective/schizophreniform) added in 2.0
ptsd,parent,"Other specified trauma and stressor related disorder, PTSD",past,mh_p_ksads__ptsd__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,youth,"Other specified trauma and stressor related disorder, PTSD",past,mh_y_ksads__ptsd__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,parent,"Other specified trauma and stressor related disorder, PTSD",present,mh_p_ksads__ptsd__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,youth,"Other specified trauma and stressor related disorder, PTSD",present,mh_y_ksads__ptsd__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,parent,Post,partial_remission,mh_p_ksads__ptsd__partrem_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,youth,Post,partial_remission,mh_y_ksads__ptsd__partrem_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,parent,Post,past,mh_p_ksads__ptsd__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,youth,Post,past,mh_y_ksads__ptsd__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,parent,Post,present,mh_p_ksads__ptsd__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
ptsd,youth,Post,present,mh_y_ksads__ptsd__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sepanx,parent,"Other specified anxiety disorder, separation anxiety disorder",past,mh_p_ksads__sepanx__oth__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sepanx,parent,"Other specified anxiety disorder, separation anxiety disorder",present,mh_p_ksads__sepanx__oth__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sepanx,parent,Separation anxiety disorder,past,mh_p_ksads__sepanx__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sepanx,parent,Separation anxiety disorder,present,mh_p_ksads__sepanx__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sleep,parent,Sleep problems,past,mh_p_ksads__sleep__prob__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sleep,youth,Sleep problems,past,mh_y_ksads__sleep__prob__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sleep,parent,Sleep problems,present,mh_p_ksads__sleep__prob__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
sleep,youth,Sleep problems,present,mh_y_ksads__sleep__prob__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,parent,"Other specified anxiety disorder, social anxiety disorder",past,mh_p_ksads__socanx__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,youth,"Other specified anxiety disorder, social anxiety disorder",past,mh_y_ksads__socanx__oth__mindur__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,parent,"Other specified anxiety disorder, social anxiety disorder",present,mh_p_ksads__socanx__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,youth,"Other specified anxiety disorder, social anxiety disorder",present,mh_y_ksads__socanx__oth__mindur__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,parent,Social anxiety disorder,past,mh_p_ksads__socanx__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,youth,Social anxiety disorder,past,mh_y_ksads__socanx__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,parent,Social anxiety disorder,present,mh_p_ksads__socanx__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
socanx,youth,Social anxiety disorder,present,mh_y_ksads__socanx__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Aborted attempt,past,mh_p_ksads__suic__atmpt__abrt__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Aborted attempt,past,mh_y_ksads__suic__atmpt__abrt__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Aborted attempt,present,mh_p_ksads__suic__atmpt__abrt__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Aborted attempt,present,mh_y_ksads__suic__atmpt__abrt__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Interrupted attempt,past,mh_p_ksads__suic__atmpt__intr__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Interrupted attempt,past,mh_y_ksads__suic__atmpt__intr__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Interrupted attempt,present,mh_p_ksads__suic__atmpt__intr__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Interrupted attempt,present,mh_y_ksads__suic__atmpt__intr__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,No past suicidal ideation or behavior,past,mh_p_ksads__suic__none__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,No past suicidal ideation or behavior,past,mh_y_ksads__suic__none__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,No suicidal ideation or behavior,present,mh_p_ksads__suic__none__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,No suicidal ideation or behavior,present,mh_y_ksads__suic__none__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Preparatory actions toward imminent suicidal behavior,past,mh_p_ksads__suic__imnt__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Preparatory actions toward imminent suicidal behavior,past,mh_y_ksads__suic__imnt__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Preparatory actions toward imminent suicidal behavior,present,mh_p_ksads__suic__imnt__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Preparatory actions toward imminent suicidal behavior,present,mh_y_ksads__suic__imnt__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Self injurious behavior, without suicidal intent",past,mh_p_ksads__suic__slfinj__nosi__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Self injurious behavior, without suicidal intent",past,mh_y_ksads__suic__slfinj__nosi__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Self injurious behavior, without suicidal intent",present,mh_p_ksads__suic__slfinj__nosi__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Self injurious behavior, without suicidal intent",present,mh_y_ksads__suic__slfinj__nosi__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
